ticker,date,closeadj
XNDX Index,2013-08-21T00:00:00Z,3304.24
XNDX Index,2013-08-22T00:00:00Z,3336.99
XNDX Index,2013-08-23T00:00:00Z,3361.14
XNDX Index,2013-08-24T00:00:00Z,
XNDX Index,2013-08-25T00:00:00Z,
XNDX Index,2013-08-26T00:00:00Z,3359.56
XNDX Index,2013-08-27T00:00:00Z,3291.68
XNDX Index,2013-08-28T00:00:00Z,3305.41
XNDX Index,2013-08-29T00:00:00Z,3328.21
XNDX Index,2013-08-30T00:00:00Z,3307.75
XNDX Index,2013-08-31T00:00:00Z,
XNDX Index,2013-09-01T00:00:00Z,
XNDX Index,2013-09-02T00:00:00Z,
XNDX Index,2013-09-03T00:00:00Z,3327.06
XNDX Index,2013-09-04T00:00:00Z,3362.43
XNDX Index,2013-09-05T00:00:00Z,3368.24
XNDX Index,2013-09-06T00:00:00Z,3371.94
XNDX Index,2013-09-07T00:00:00Z,
XNDX Index,2013-09-08T00:00:00Z,
XNDX Index,2013-09-09T00:00:00Z,3411.45
XNDX Index,2013-09-10T00:00:00Z,3427.75
XNDX Index,2013-09-11T00:00:00Z,3422.47
XNDX Index,2013-09-12T00:00:00Z,3417.93
XNDX Index,2013-09-13T00:00:00Z,3420.85
XNDX Index,2013-09-14T00:00:00Z,
XNDX Index,2013-09-15T00:00:00Z,
XNDX Index,2013-09-16T00:00:00Z,3410.53
XNDX Index,2013-09-17T00:00:00Z,3434.42
XNDX Index,2013-09-18T00:00:00Z,3477.98
XNDX Index,2013-09-19T00:00:00Z,3484.77
XNDX Index,2013-09-20T00:00:00Z,3470.91
XNDX Index,2013-09-21T00:00:00Z,
XNDX Index,2013-09-22T00:00:00Z,
XNDX Index,2013-09-23T00:00:00Z,3465.1
XNDX Index,2013-09-24T00:00:00Z,3464.37
XNDX Index,2013-09-25T00:00:00Z,3453.61
XNDX Index,2013-09-26T00:00:00Z,3481.34
XNDX Index,2013-09-27T00:00:00Z,3477.46
XNDX Index,2013-09-28T00:00:00Z,
XNDX Index,2013-09-29T00:00:00Z,
XNDX Index,2013-09-30T00:00:00Z,3464.82
XNDX Index,2013-10-01T00:00:00Z,3503.21
XNDX Index,2013-10-02T00:00:00Z,3503.44
XNDX Index,2013-10-03T00:00:00Z,3460.99
XNDX Index,2013-10-04T00:00:00Z,3491.94
XNDX Index,2013-10-05T00:00:00Z,
XNDX Index,2013-10-06T00:00:00Z,
XNDX Index,2013-10-07T00:00:00Z,3462.99
XNDX Index,2013-10-08T00:00:00Z,3396.46
XNDX Index,2013-10-09T00:00:00Z,3384.56
XNDX Index,2013-10-10T00:00:00Z,3458.13
XNDX Index,2013-10-11T00:00:00Z,3482.88
XNDX Index,2013-10-12T00:00:00Z,
XNDX Index,2013-10-13T00:00:00Z,
XNDX Index,2013-10-14T00:00:00Z,3506.79
XNDX Index,2013-10-15T00:00:00Z,3494.55
XNDX Index,2013-10-16T00:00:00Z,3534.41
XNDX Index,2013-10-17T00:00:00Z,3555.58
XNDX Index,2013-10-18T00:00:00Z,3612.23
XNDX Index,2013-10-19T00:00:00Z,
XNDX Index,2013-10-20T00:00:00Z,
XNDX Index,2013-10-21T00:00:00Z,3620.09
XNDX Index,2013-10-22T00:00:00Z,3626.29
XNDX Index,2013-10-23T00:00:00Z,3603.87
XNDX Index,2013-10-24T00:00:00Z,3621.45
XNDX Index,2013-10-25T00:00:00Z,3644.56
XNDX Index,2013-10-26T00:00:00Z,
XNDX Index,2013-10-27T00:00:00Z,
XNDX Index,2013-10-28T00:00:00Z,3643.32
XNDX Index,2013-10-29T00:00:00Z,3653.4
XNDX Index,2013-10-30T00:00:00Z,3646.67
XNDX Index,2013-10-31T00:00:00Z,3638.48
XNDX Index,2013-11-01T00:00:00Z,3640.67
XNDX Index,2013-11-02T00:00:00Z,
XNDX Index,2013-11-03T00:00:00Z,
XNDX Index,2013-11-04T00:00:00Z,3646.1
XNDX Index,2013-11-05T00:00:00Z,3651.67
XNDX Index,2013-11-06T00:00:00Z,3650.63
XNDX Index,2013-11-07T00:00:00Z,3581.84
XNDX Index,2013-11-08T00:00:00Z,3630.83
XNDX Index,2013-11-09T00:00:00Z,
XNDX Index,2013-11-10T00:00:00Z,
XNDX Index,2013-11-11T00:00:00Z,3626.67
XNDX Index,2013-11-12T00:00:00Z,3629.62
XNDX Index,2013-11-13T00:00:00Z,3673.39
XNDX Index,2013-11-14T00:00:00Z,3684.5
XNDX Index,2013-11-15T00:00:00Z,3692.53
XNDX Index,2013-11-16T00:00:00Z,
XNDX Index,2013-11-17T00:00:00Z,
XNDX Index,2013-11-18T00:00:00Z,3656.16
XNDX Index,2013-11-19T00:00:00Z,3647.3
XNDX Index,2013-11-20T00:00:00Z,3636.01
XNDX Index,2013-11-21T00:00:00Z,3674.57
XNDX Index,2013-11-22T00:00:00Z,3695.39
XNDX Index,2013-11-23T00:00:00Z,
XNDX Index,2013-11-24T00:00:00Z,
XNDX Index,2013-11-25T00:00:00Z,3701.42
XNDX Index,2013-11-26T00:00:00Z,3721.18
XNDX Index,2013-11-27T00:00:00Z,3748.51
XNDX Index,2013-11-28T00:00:00Z,
XNDX Index,2013-11-29T00:00:00Z,3767.24
XNDX Index,2013-11-30T00:00:00Z,
XNDX Index,2013-12-01T00:00:00Z,
XNDX Index,2013-12-02T00:00:00Z,3760.04
XNDX Index,2013-12-03T00:00:00Z,3758.08
XNDX Index,2013-12-04T00:00:00Z,3762.14
XNDX Index,2013-12-05T00:00:00Z,3756.44
XNDX Index,2013-12-06T00:00:00Z,3785.1
XNDX Index,2013-12-07T00:00:00Z,
XNDX Index,2013-12-08T00:00:00Z,
XNDX Index,2013-12-09T00:00:00Z,3798
XNDX Index,2013-12-10T00:00:00Z,3795.88
XNDX Index,2013-12-11T00:00:00Z,3747.39
XNDX Index,2013-12-12T00:00:00Z,3738.07
XNDX Index,2013-12-13T00:00:00Z,3733.92
XNDX Index,2013-12-14T00:00:00Z,
XNDX Index,2013-12-15T00:00:00Z,
XNDX Index,2013-12-16T00:00:00Z,3754.87
XNDX Index,2013-12-17T00:00:00Z,3747.88
XNDX Index,2013-12-18T00:00:00Z,3791.48
XNDX Index,2013-12-19T00:00:00Z,3779.6
XNDX Index,2013-12-20T00:00:00Z,3814.78
XNDX Index,2013-12-21T00:00:00Z,
XNDX Index,2013-12-22T00:00:00Z,
XNDX Index,2013-12-23T00:00:00Z,3856.05
XNDX Index,2013-12-24T00:00:00Z,3860.17
XNDX Index,2013-12-25T00:00:00Z,
XNDX Index,2013-12-26T00:00:00Z,3872.9
XNDX Index,2013-12-27T00:00:00Z,3861.73
XNDX Index,2013-12-28T00:00:00Z,
XNDX Index,2013-12-29T00:00:00Z,
XNDX Index,2013-12-30T00:00:00Z,3857.87
XNDX Index,2013-12-31T00:00:00Z,3881.55
XNDX Index,2014-01-01T00:00:00Z,
XNDX Index,2014-01-02T00:00:00Z,3851.71
XNDX Index,2014-01-03T00:00:00Z,3824.86
XNDX Index,2014-01-04T00:00:00Z,
XNDX Index,2014-01-05T00:00:00Z,
XNDX Index,2014-01-06T00:00:00Z,3812.14
XNDX Index,2014-01-07T00:00:00Z,3845.58
XNDX Index,2014-01-08T00:00:00Z,3856.1
XNDX Index,2014-01-09T00:00:00Z,3839.93
XNDX Index,2014-01-10T00:00:00Z,3853.44
XNDX Index,2014-01-11T00:00:00Z,
XNDX Index,2014-01-12T00:00:00Z,
XNDX Index,2014-01-13T00:00:00Z,3796.93
XNDX Index,2014-01-14T00:00:00Z,3870.27
XNDX Index,2014-01-15T00:00:00Z,3901.9
XNDX Index,2014-01-16T00:00:00Z,3903.47
XNDX Index,2014-01-17T00:00:00Z,3881.8
XNDX Index,2014-01-18T00:00:00Z,
XNDX Index,2014-01-19T00:00:00Z,
XNDX Index,2014-01-20T00:00:00Z,
XNDX Index,2014-01-21T00:00:00Z,3910.4
XNDX Index,2014-01-22T00:00:00Z,3921.23
XNDX Index,2014-01-23T00:00:00Z,3906.13
XNDX Index,2014-01-24T00:00:00Z,3828.01
XNDX Index,2014-01-25T00:00:00Z,
XNDX Index,2014-01-26T00:00:00Z,
XNDX Index,2014-01-27T00:00:00Z,3792.92
XNDX Index,2014-01-28T00:00:00Z,3789.35
XNDX Index,2014-01-29T00:00:00Z,3748.78
XNDX Index,2014-01-30T00:00:00Z,3818.77
XNDX Index,2014-01-31T00:00:00Z,3807.43
XNDX Index,2014-02-01T00:00:00Z,
XNDX Index,2014-02-02T00:00:00Z,
XNDX Index,2014-02-03T00:00:00Z,3719.41
XNDX Index,2014-02-04T00:00:00Z,3751.78
XNDX Index,2014-02-05T00:00:00Z,3736.3
XNDX Index,2014-02-06T00:00:00Z,3785.3
XNDX Index,2014-02-07T00:00:00Z,3854.9
XNDX Index,2014-02-08T00:00:00Z,
XNDX Index,2014-02-09T00:00:00Z,
XNDX Index,2014-02-10T00:00:00Z,3876.77
XNDX Index,2014-02-11T00:00:00Z,3920.2
XNDX Index,2014-02-12T00:00:00Z,3926.62
XNDX Index,2014-02-13T00:00:00Z,3961.55
XNDX Index,2014-02-14T00:00:00Z,3966.34
XNDX Index,2014-02-15T00:00:00Z,
XNDX Index,2014-02-16T00:00:00Z,
XNDX Index,2014-02-17T00:00:00Z,
XNDX Index,2014-02-18T00:00:00Z,3985.73
XNDX Index,2014-02-19T00:00:00Z,3956.93
XNDX Index,2014-02-20T00:00:00Z,3977.72
XNDX Index,2014-02-21T00:00:00Z,3967.62
XNDX Index,2014-02-22T00:00:00Z,
XNDX Index,2014-02-23T00:00:00Z,
XNDX Index,2014-02-24T00:00:00Z,3992.76
XNDX Index,2014-02-25T00:00:00Z,3985.58
XNDX Index,2014-02-26T00:00:00Z,3983.02
XNDX Index,2014-02-27T00:00:00Z,4008.15
XNDX Index,2014-02-28T00:00:00Z,4004.14
XNDX Index,2014-03-01T00:00:00Z,
XNDX Index,2014-03-02T00:00:00Z,
XNDX Index,2014-03-03T00:00:00Z,3974.67
XNDX Index,2014-03-04T00:00:00Z,4030.53
XNDX Index,2014-03-05T00:00:00Z,4038.45
XNDX Index,2014-03-06T00:00:00Z,4031.73
XNDX Index,2014-03-07T00:00:00Z,4012.74
XNDX Index,2014-03-08T00:00:00Z,
XNDX Index,2014-03-09T00:00:00Z,
XNDX Index,2014-03-10T00:00:00Z,4016.11
XNDX Index,2014-03-11T00:00:00Z,4000.02
XNDX Index,2014-03-12T00:00:00Z,4017.22
XNDX Index,2014-03-13T00:00:00Z,3957.09
XNDX Index,2014-03-14T00:00:00Z,3931.49
XNDX Index,2014-03-15T00:00:00Z,
XNDX Index,2014-03-16T00:00:00Z,
XNDX Index,2014-03-17T00:00:00Z,3969.16
XNDX Index,2014-03-18T00:00:00Z,4017.04
XNDX Index,2014-03-19T00:00:00Z,3991.15
XNDX Index,2014-03-20T00:00:00Z,4003.32
XNDX Index,2014-03-21T00:00:00Z,3959
XNDX Index,2014-03-22T00:00:00Z,
XNDX Index,2014-03-23T00:00:00Z,
XNDX Index,2014-03-24T00:00:00Z,3920.33
XNDX Index,2014-03-25T00:00:00Z,3933.7
XNDX Index,2014-03-26T00:00:00Z,3883.08
XNDX Index,2014-03-27T00:00:00Z,3861.91
XNDX Index,2014-03-28T00:00:00Z,3870.96
XNDX Index,2014-03-29T00:00:00Z,
XNDX Index,2014-03-30T00:00:00Z,
XNDX Index,2014-03-31T00:00:00Z,3897.72
XNDX Index,2014-04-01T00:00:00Z,3966.59
XNDX Index,2014-04-02T00:00:00Z,3974.86
XNDX Index,2014-04-03T00:00:00Z,3944.06
XNDX Index,2014-04-04T00:00:00Z,3837.58
XNDX Index,2014-04-05T00:00:00Z,
XNDX Index,2014-04-06T00:00:00Z,
XNDX Index,2014-04-07T00:00:00Z,3803.29
XNDX Index,2014-04-08T00:00:00Z,3836.43
XNDX Index,2014-04-09T00:00:00Z,3904.24
XNDX Index,2014-04-10T00:00:00Z,3782.05
XNDX Index,2014-04-11T00:00:00Z,3737.68
XNDX Index,2014-04-12T00:00:00Z,
XNDX Index,2014-04-13T00:00:00Z,
XNDX Index,2014-04-14T00:00:00Z,3767.82
XNDX Index,2014-04-15T00:00:00Z,3782.15
XNDX Index,2014-04-16T00:00:00Z,3831.2
XNDX Index,2014-04-17T00:00:00Z,3832.77
XNDX Index,2014-04-18T00:00:00Z,
XNDX Index,2014-04-19T00:00:00Z,
XNDX Index,2014-04-20T00:00:00Z,
XNDX Index,2014-04-21T00:00:00Z,3860.33
XNDX Index,2014-04-22T00:00:00Z,3891.62
XNDX Index,2014-04-23T00:00:00Z,3857.24
XNDX Index,2014-04-24T00:00:00Z,3894.11
XNDX Index,2014-04-25T00:00:00Z,3831.28
XNDX Index,2014-04-26T00:00:00Z,
XNDX Index,2014-04-27T00:00:00Z,
XNDX Index,2014-04-28T00:00:00Z,3844.54
XNDX Index,2014-04-29T00:00:00Z,3875.95
XNDX Index,2014-04-30T00:00:00Z,3884.66
XNDX Index,2014-05-01T00:00:00Z,3898.09
XNDX Index,2014-05-02T00:00:00Z,3890.8
XNDX Index,2014-05-03T00:00:00Z,
XNDX Index,2014-05-04T00:00:00Z,
XNDX Index,2014-05-05T00:00:00Z,3910.81
XNDX Index,2014-05-06T00:00:00Z,3858.3
XNDX Index,2014-05-07T00:00:00Z,3847.41
XNDX Index,2014-05-08T00:00:00Z,3843.87
XNDX Index,2014-05-09T00:00:00Z,3860.46
XNDX Index,2014-05-10T00:00:00Z,
XNDX Index,2014-05-11T00:00:00Z,
XNDX Index,2014-05-12T00:00:00Z,3922.58
XNDX Index,2014-05-13T00:00:00Z,3923.68
XNDX Index,2014-05-14T00:00:00Z,3904.47
XNDX Index,2014-05-15T00:00:00Z,3874.13
XNDX Index,2014-05-16T00:00:00Z,3898.06
XNDX Index,2014-05-17T00:00:00Z,
XNDX Index,2014-05-18T00:00:00Z,
XNDX Index,2014-05-19T00:00:00Z,3928.95
XNDX Index,2014-05-20T00:00:00Z,3912.55
XNDX Index,2014-05-21T00:00:00Z,3951.1
XNDX Index,2014-05-22T00:00:00Z,3967.67
XNDX Index,2014-05-23T00:00:00Z,3996.44
XNDX Index,2014-05-24T00:00:00Z,
XNDX Index,2014-05-25T00:00:00Z,
XNDX Index,2014-05-26T00:00:00Z,
XNDX Index,2014-05-27T00:00:00Z,4046.25
XNDX Index,2014-05-28T00:00:00Z,4034.72
XNDX Index,2014-05-29T00:00:00Z,4060.28
XNDX Index,2014-05-30T00:00:00Z,4061.48
XNDX Index,2014-05-31T00:00:00Z,
XNDX Index,2014-06-01T00:00:00Z,
XNDX Index,2014-06-02T00:00:00Z,4057.97
XNDX Index,2014-06-03T00:00:00Z,4054.83
XNDX Index,2014-06-04T00:00:00Z,4069.58
XNDX Index,2014-06-05T00:00:00Z,4105.85
XNDX Index,2014-06-06T00:00:00Z,4125.14
XNDX Index,2014-06-07T00:00:00Z,
XNDX Index,2014-06-08T00:00:00Z,
XNDX Index,2014-06-09T00:00:00Z,4126.42
XNDX Index,2014-06-10T00:00:00Z,4131.98
XNDX Index,2014-06-11T00:00:00Z,4129.7
XNDX Index,2014-06-12T00:00:00Z,4092.68
XNDX Index,2014-06-13T00:00:00Z,4105.56
XNDX Index,2014-06-14T00:00:00Z,
XNDX Index,2014-06-15T00:00:00Z,
XNDX Index,2014-06-16T00:00:00Z,4110.31
XNDX Index,2014-06-17T00:00:00Z,4111.89
XNDX Index,2014-06-18T00:00:00Z,4137.21
XNDX Index,2014-06-19T00:00:00Z,4133.07
XNDX Index,2014-06-20T00:00:00Z,4135.07
XNDX Index,2014-06-21T00:00:00Z,
XNDX Index,2014-06-22T00:00:00Z,
XNDX Index,2014-06-23T00:00:00Z,4137.98
XNDX Index,2014-06-24T00:00:00Z,4131.69
XNDX Index,2014-06-25T00:00:00Z,4162.09
XNDX Index,2014-06-26T00:00:00Z,4161.86
XNDX Index,2014-06-27T00:00:00Z,4180.92
XNDX Index,2014-06-28T00:00:00Z,
XNDX Index,2014-06-29T00:00:00Z,
XNDX Index,2014-06-30T00:00:00Z,4186.87
XNDX Index,2014-07-01T00:00:00Z,4235.74
XNDX Index,2014-07-02T00:00:00Z,4242.06
XNDX Index,2014-07-03T00:00:00Z,4267.89
XNDX Index,2014-07-04T00:00:00Z,
XNDX Index,2014-07-05T00:00:00Z,
XNDX Index,2014-07-06T00:00:00Z,
XNDX Index,2014-07-07T00:00:00Z,4254.5
XNDX Index,2014-07-08T00:00:00Z,4203.87
XNDX Index,2014-07-09T00:00:00Z,4235.71
XNDX Index,2014-07-10T00:00:00Z,4221.7
XNDX Index,2014-07-11T00:00:00Z,4248.4
XNDX Index,2014-07-12T00:00:00Z,
XNDX Index,2014-07-13T00:00:00Z,
XNDX Index,2014-07-14T00:00:00Z,4275.48
XNDX Index,2014-07-15T00:00:00Z,4259.15
XNDX Index,2014-07-16T00:00:00Z,4278.6
XNDX Index,2014-07-17T00:00:00Z,4219.49
XNDX Index,2014-07-18T00:00:00Z,4286.82
XNDX Index,2014-07-19T00:00:00Z,
XNDX Index,2014-07-20T00:00:00Z,
XNDX Index,2014-07-21T00:00:00Z,4280.56
XNDX Index,2014-07-22T00:00:00Z,4310.47
XNDX Index,2014-07-23T00:00:00Z,4337.27
XNDX Index,2014-07-24T00:00:00Z,4334
XNDX Index,2014-07-25T00:00:00Z,4314.39
XNDX Index,2014-07-26T00:00:00Z,
XNDX Index,2014-07-27T00:00:00Z,
XNDX Index,2014-07-28T00:00:00Z,4316.65
XNDX Index,2014-07-29T00:00:00Z,4308.04
XNDX Index,2014-07-30T00:00:00Z,4326.71
XNDX Index,2014-07-31T00:00:00Z,4235.83
XNDX Index,2014-08-01T00:00:00Z,4221.87
XNDX Index,2014-08-02T00:00:00Z,
XNDX Index,2014-08-03T00:00:00Z,
XNDX Index,2014-08-04T00:00:00Z,4253.62
XNDX Index,2014-08-05T00:00:00Z,4218.08
XNDX Index,2014-08-06T00:00:00Z,4217.49
XNDX Index,2014-08-07T00:00:00Z,4202.53
XNDX Index,2014-08-08T00:00:00Z,4235.5
XNDX Index,2014-08-09T00:00:00Z,
XNDX Index,2014-08-10T00:00:00Z,
XNDX Index,2014-08-11T00:00:00Z,4259.87
XNDX Index,2014-08-12T00:00:00Z,4254.61
XNDX Index,2014-08-13T00:00:00Z,4302.66
XNDX Index,2014-08-14T00:00:00Z,4324.46
XNDX Index,2014-08-15T00:00:00Z,4344.5
XNDX Index,2014-08-16T00:00:00Z,
XNDX Index,2014-08-17T00:00:00Z,
XNDX Index,2014-08-18T00:00:00Z,4380.44
XNDX Index,2014-08-19T00:00:00Z,4404.49
XNDX Index,2014-08-20T00:00:00Z,4405.12
XNDX Index,2014-08-21T00:00:00Z,4412.01
XNDX Index,2014-08-22T00:00:00Z,4418.25
XNDX Index,2014-08-23T00:00:00Z,
XNDX Index,2014-08-24T00:00:00Z,
XNDX Index,2014-08-25T00:00:00Z,4434.55
XNDX Index,2014-08-26T00:00:00Z,4439.13
XNDX Index,2014-08-27T00:00:00Z,4440.86
XNDX Index,2014-08-28T00:00:00Z,4433.33
XNDX Index,2014-08-29T00:00:00Z,4451.78
XNDX Index,2014-08-30T00:00:00Z,
XNDX Index,2014-08-31T00:00:00Z,
XNDX Index,2014-09-01T00:00:00Z,
XNDX Index,2014-09-02T00:00:00Z,4466.23
XNDX Index,2014-09-03T00:00:00Z,4439.33
XNDX Index,2014-09-04T00:00:00Z,4434.07
XNDX Index,2014-09-05T00:00:00Z,4460.01
XNDX Index,2014-09-06T00:00:00Z,
XNDX Index,2014-09-07T00:00:00Z,
XNDX Index,2014-09-08T00:00:00Z,4466.23
XNDX Index,2014-09-09T00:00:00Z,4429.61
XNDX Index,2014-09-10T00:00:00Z,4465.92
XNDX Index,2014-09-11T00:00:00Z,4463.6
XNDX Index,2014-09-12T00:00:00Z,4438.06
XNDX Index,2014-09-13T00:00:00Z,
XNDX Index,2014-09-14T00:00:00Z,
XNDX Index,2014-09-15T00:00:00Z,4395.15
XNDX Index,2014-09-16T00:00:00Z,4435.93
XNDX Index,2014-09-17T00:00:00Z,4442.87
XNDX Index,2014-09-18T00:00:00Z,4475.06
XNDX Index,2014-09-19T00:00:00Z,4471.8
XNDX Index,2014-09-20T00:00:00Z,
XNDX Index,2014-09-21T00:00:00Z,
XNDX Index,2014-09-22T00:00:00Z,4429.42
XNDX Index,2014-09-23T00:00:00Z,4418.88
XNDX Index,2014-09-24T00:00:00Z,4465.61
XNDX Index,2014-09-25T00:00:00Z,4371.28
XNDX Index,2014-09-26T00:00:00Z,4421.59
XNDX Index,2014-09-27T00:00:00Z,
XNDX Index,2014-09-28T00:00:00Z,
XNDX Index,2014-09-29T00:00:00Z,4414.92
XNDX Index,2014-09-30T00:00:00Z,4418.35
XNDX Index,2014-10-01T00:00:00Z,4347.89
XNDX Index,2014-10-02T00:00:00Z,4349.11
XNDX Index,2014-10-03T00:00:00Z,4394.33
XNDX Index,2014-10-04T00:00:00Z,
XNDX Index,2014-10-05T00:00:00Z,
XNDX Index,2014-10-06T00:00:00Z,4382.28
XNDX Index,2014-10-07T00:00:00Z,4319.35
XNDX Index,2014-10-08T00:00:00Z,4409.52
XNDX Index,2014-10-09T00:00:00Z,4331.18
XNDX Index,2014-10-10T00:00:00Z,4223.73
XNDX Index,2014-10-11T00:00:00Z,
XNDX Index,2014-10-12T00:00:00Z,
XNDX Index,2014-10-13T00:00:00Z,4155.15
XNDX Index,2014-10-14T00:00:00Z,4157.83
XNDX Index,2014-10-15T00:00:00Z,4131.44
XNDX Index,2014-10-16T00:00:00Z,4108.85
XNDX Index,2014-10-17T00:00:00Z,4163.62
XNDX Index,2014-10-18T00:00:00Z,
XNDX Index,2014-10-19T00:00:00Z,
XNDX Index,2014-10-20T00:00:00Z,4223.21
XNDX Index,2014-10-21T00:00:00Z,4333.77
XNDX Index,2014-10-22T00:00:00Z,4310.05
XNDX Index,2014-10-23T00:00:00Z,4378.45
XNDX Index,2014-10-24T00:00:00Z,4410.92
XNDX Index,2014-10-25T00:00:00Z,
XNDX Index,2014-10-26T00:00:00Z,
XNDX Index,2014-10-27T00:00:00Z,4415.28
XNDX Index,2014-10-28T00:00:00Z,4481.42
XNDX Index,2014-10-29T00:00:00Z,4464.23
XNDX Index,2014-10-30T00:00:00Z,4475.44
XNDX Index,2014-10-31T00:00:00Z,4538.28
XNDX Index,2014-11-01T00:00:00Z,
XNDX Index,2014-11-02T00:00:00Z,
XNDX Index,2014-11-03T00:00:00Z,4550.44
XNDX Index,2014-11-04T00:00:00Z,4536.19
XNDX Index,2014-11-05T00:00:00Z,4534.05
XNDX Index,2014-11-06T00:00:00Z,4548.83
XNDX Index,2014-11-07T00:00:00Z,4545.08
XNDX Index,2014-11-08T00:00:00Z,
XNDX Index,2014-11-09T00:00:00Z,
XNDX Index,2014-11-10T00:00:00Z,4562.63
XNDX Index,2014-11-11T00:00:00Z,4574.89
XNDX Index,2014-11-12T00:00:00Z,4584.18
XNDX Index,2014-11-13T00:00:00Z,4604.04
XNDX Index,2014-11-14T00:00:00Z,4616.61
XNDX Index,2014-11-15T00:00:00Z,
XNDX Index,2014-11-16T00:00:00Z,
XNDX Index,2014-11-17T00:00:00Z,4604.38
XNDX Index,2014-11-18T00:00:00Z,4638.29
XNDX Index,2014-11-19T00:00:00Z,4616.99
XNDX Index,2014-11-20T00:00:00Z,4638.67
XNDX Index,2014-11-21T00:00:00Z,4648.76
XNDX Index,2014-11-22T00:00:00Z,
XNDX Index,2014-11-23T00:00:00Z,
XNDX Index,2014-11-24T00:00:00Z,4684.97
XNDX Index,2014-11-25T00:00:00Z,4689.24
XNDX Index,2014-11-26T00:00:00Z,4722.63
XNDX Index,2014-11-27T00:00:00Z,
XNDX Index,2014-11-28T00:00:00Z,4744.28
XNDX Index,2014-11-29T00:00:00Z,
XNDX Index,2014-11-30T00:00:00Z,
XNDX Index,2014-12-01T00:00:00Z,4689.62
XNDX Index,2014-12-02T00:00:00Z,4709.47
XNDX Index,2014-12-03T00:00:00Z,4717.21
XNDX Index,2014-12-04T00:00:00Z,4716.12
XNDX Index,2014-12-05T00:00:00Z,4715.72
XNDX Index,2014-12-06T00:00:00Z,
XNDX Index,2014-12-07T00:00:00Z,
XNDX Index,2014-12-08T00:00:00Z,4679.42
XNDX Index,2014-12-09T00:00:00Z,4697.28
XNDX Index,2014-12-10T00:00:00Z,4621.17
XNDX Index,2014-12-11T00:00:00Z,4645.06
XNDX Index,2014-12-12T00:00:00Z,4593.44
